"ID_PK","ID","Interest"
"2903","3434","Making and eating food"
"2904","3433","Afjrotc"
"2905","3393","Photography"
"2906","3434","Learning more computer"
"2907","3429","Soccer"
"2908","3429","Guitar"
"2909","3386","Taking pictures"
"2910","3386","Meeting new people"
"2911","3428","Movie making"
"2912","3428","Tennis"
"2913","3436","Read the book"
"2914","3441","Snowboarding"
"2915","3441","Dancing"
"2916","3441","Working out"
"2917","3445","Taking photographs"
"2918","3445","Bike riding"
"2919","3382","Drawing"
"2920","3450","Basketball"
"2921","3450","Water skiing"
"2922","3450","Running"
"2923","3450","Njrotc"
"2924","3450","Math"
"2925","3450","Eating"
"2926","3450","Walking"
"2927","3325","I like to teach someone new things"
"2928","3452","Snowboarding"
"2929","3452","Hunting"
"2930","3452","Fishing"
"2931","3452","Wakeboarding"
"2932","3452","Dirtbiking"
"2933","3453","Tennis"
"2934","3454","Basketball"
"2935","3453","Track"
"2936","3454","Softball"
"2937","3453","Softball"
"2938","3454","Track"
"2939","3453","Cheerleading"
"2940","3453","Dancing"
"2941","3458","Shopping"
"2942","3458","Talking on phone"
"2943","3458","Traveling"
"2944","3463","Drawing"
"2945","3463","Playing guitar"
"2946","3463","Singing"
"2947","3463","Reading"
"2948","3463","Playing piano"
"2949","3463","Writing"
"2950","3458","Meeting new people"
"2951","3463","Creating"
"2952","3461","Basketball"
"2953","3461","Track"
"2954","3461","Babysit"
"2955","3462","Read"
"2956","3461","Read"
"2957","3460","Baking"
"2958","3460","Creating new dishes"
"2959","3457","Driving"
"2960","3457","Reading"
"2961","3459","Hunting and fishing"
"2964","3242","Music"
"2965","3297","Enjoy resting "
"2966","3297","Working on projects deemed difficult to others "
"2967","3297","Drawing "
"2968","3297","Painting "
"2969","3472","Culinary arts"
"2970","3472","Violin playing"
"2971","3472","Business "
"2972","3472","Radio broadcasting"
"2973","3472","Acting"
"2974","3479","Orcheastra, fashion, law, psychology, "
"2975","3480","Ownership"
"2976","3474","Swimming"
"2977","3481","Writing"
"2978","3481","Reading"
"2979","3482","Traveling"
"2980","3471","Being active on my high school drill team"
"2981","3471","Singing the church choir"
"2982","3475","My hobby is reading, cleaning, andshoping. my inte"
"2983","3483","Braiding hair"
"2984","3483","Helping others"
"2985","3471","Braiding and styling hair"
"2986","3476","Sports"
"2987","3324","I like to type and research information."
"2988","3383","Reading"
"2989","3380","Read"
"2990","3489","Battling"
"2991","3490","Singing"
"2992","3381","Distribution"
"2993","3498","Basketball"
"2994","3498","Tennis"
"2995","3498","Net Surfing"
"2996","3498","Baby Sitting"
"2997","3498","Community Service"
"2998","3498","Working"
"2999","3503","Dance"
"3000","3503","Snowboard"
"3001","3503","Workingo out"
"3002","3503","Cleaning"
"3003","3503","Spin classes"
"3004","3507","Off roading and biking and swimming"
"3005","3506","My hobby is to sing and dance"
"3006","2531","Playing soccer"
"3007","2531","Playing the clarinet"
"3008","2531","Reading"
"3009","2531","Babysitting"
"3010","3513","Basketball"
"3011","2542","Being outdoors"
"3012","2549","Playing saxophone,guitar,flute"
"3013","2542","Baking"
"3014","3488","Skating"
"3015","3488","Foot-Ball"
"3016","3518","Rotc"
"3018","3526","Sports"
"3020","3526","Designing"
"3022","3487","Boxing"
"3023","3530","Talking on the phone"
"3024","3530","Watching t.v"
"3025","3534","I like to drive and colect knifes"
"3026","3539","Play sports"
"3027","3539","Computers"
"3028","3541","Dance"
"3029","3541","Soft ball"
"3030","3541","Math"
"3031","3545","Drama"
"3032","3545","Friends"
"3033","3545","Family"
"3034","3545","Learning out of curiousity"
"3035","3545","Drawing"
"3036","3545","Writing"
"3037","3550","Sprinting/running"
"3038","3550","Dancing"
"3039","3550","Reading"
"3040","3550","Writing"
"3041","3550","Helping others"
"3042","3551","Camping"
"3043","3551","Softball"
"3045","3552","Guitar"
"3046","3552","Sports"
"3047","3552","School"
"3048","3552","Driving"
"3049","3552","Working"
"3050","3554","Helping people wherever i can"
"3051","3555","Golf"
"3052","3555","Basketball"
"3053","3556","Football"
"3054","3556","Motocross"
"3057","3557","Music"
"3058","3557","Computers"
"3059","3557","Math"
"3060","3557","Sports"
"3061","3558","Skiing"
"3062","3558","Swimming"
"3063","3559","Going to church"
"3064","3559","Listening to gospel music"
"3065","3559","Spendong time with family"
"3066","3560","Scrabooking"
"3067","3560","Modeling"
"3068","3560","Horse back riding"
"3069","3560","Swimming"
"3070","3563","Swimming"
"3071","3563","Sports"
"3072","3563","Boating"
"3073","3563","Camping"
"3074","3563","Traveling"
"3075","3563","Fourwheeling"
"3076","3563","Snowmobiling"
"3077","3584","I am interested in sports."
"3078","3588","Fixing computers"
"3079","3595","Games"
"3080","3595","Helping"
"3081","3598","Nursing"
"3082","3600","Gardening and outdoor activities"
"3083","3607","Cook, eat ,dance, sing , go to the mall, shopping,"
"3084","3608","Writing poetry"
"3085","3608","Reading novels"
"3086","3608","Gardening"
"3087","3612","Track and field"
"3088","3612","Shopping"
"3089","3612","Traveling"
"3090","3612","Eating"
"3091","3606","Drawing"
"3092","3606","Computer"
"3093","3618","I have an interest in cars."
"3094","3615","Love to talk"
"3095","3615","Dance "
"3096","3615","Computers"
"3097","3619","Cooking"
"3098","3619","Sports"
"3099","3619","History"
"3100","3619","Reading"
"3101","3610","Reading"
"3102","3610","Spending time with children"
"3103","3610","Writing"
"3104","3611","Listen to Music"
"3105","3610","Playing sports- soccer"
"3106","3611","Entreauneurship"
"3107","3611","Playing Basketball"
"3108","3616","Entrepeneur"
"3109","3613","Do hair"
"3110","3613","Shopping"
"3111","3620","Weight-lifting"
"3112","3620","Baseball"
"3113","3620","Swimming"
"3114","3589","Reading"
"3115","3589","Soccer"
"3116","3589","Singing"
"3117","3589","Art/drawing"
"3118","3589","Spending time with family"
"3119","3621","Physical fitness"
"3120","3621","Sports"
"3121","3621","Politics"
"3122","3621","History"
"3123","3623","Dance"
"3124","3623","Singing"
"3125","3623","Modeling"
"3126","3623","Working on computers"
"3127","3626","Baseball"
"3128","3626","Young life"
"3129","3626","Football"
"3130","2637","Spend time with friends"
"3131","2637","Shopping"
"3132","2637","Listening to music"
"3133","3627","Sports"
"3134","3627","Sports"
"3135","3508","Sailing"
"3136","3508","Swimming"
"3137","3508","Reading"
"3138","3638","Writing"
"3139","3636","Play Football"
"3140","3639","Stepping"
"3141","3639","Swimming"
"3142","3531","Clothing"
"3143","3531","Music"
"3144","3531","Taken pictures"
"3145","3641","Figuring out solutions"
"3146","3641","Baseball"
"3147","3640","Basketball"
"3149","3618","One of my hobbies are making model cars, playing v"
"3150","3644","Sports"
"3151","3656","Hanging out with friends"
"3152","3646","I love to dance, music means alot to me it helps m"
"3153","3646","Im always talking on my cell phone"
"3154","3656","Reading books"
"3155","3646","I love having fun with my friends and my boyfriend"
"3156","3660","Dancing"
"3157","3666","Sports"
"3158","3668","Writing"
"3159","3665","Basketball"
"3160","3670","Volunteering"
"3161","3670","Writing"
"3162","3674","Working outside"
"3163","3672","Reading"
"3164","3672","Law"
"3165","3672","Music"
"3166","3675","I like to play soccer and listen to music"
"3167","3664","Watching reality TV"
"3168","3662","Spending time with friends"
"3169","3662","Working"
"3170","3681","Music, taking care of the kids in the family"
"3171","3693","Athletics"
"3172","3693","Exercising"
"3173","3693","I like watching movies and going to the show"
"3174","3693","I like going out to eat and trying new foods"
"628","992","Doing new things"
"3175","3698","Horseback riding"
"3176","3698","Swimming"
"3177","3699","Playing chess"
"3178","3699","Reading science fiction"
"3179","3704","Corvette enthusiast"
"3180","3704","Bowling"
"3181","3709","Community service"
"3182","3709","Reading"
"3183","3720","I love to interact with people. I love animals as "
"3184","3721","Helping others"
"3185","3722","Sports"
"3186","3724","Braiding hair"
"3187","3724","Dancing"
"3188","3724","Working with people"
"3189","3724","Practicing massage"
"3190","3725","Use of computer "
"3191","3729","Working with kids"
"3192","3729","Helping people"
"3193","3730","Horseback riding"
"3194","3731","Basketball, horseback riding, swimming, movies"
"3195","3734","Baseball"
"3196","3734","Football"
"3197","3734","Basketball"
"3198","3734","Animals"
"3199","3734","Video Games"
"3200","3715","Enjoys different types of music"
"3201","3715","Enjoy gymnastics"
"3202","3766","Skateboarding"
"3203","3766","Music"
"3205","3767","Playing the drums"
"3206","3771","Music"
"3207","3771","Fitness"
"3208","3771","Sports"
"3209","3770","Sports"
"3210","3770","Golf"
"3211","3770","Fishing"
"3212","3768","Playing the game of Football"
"3213","3772","Skateboarding"
"3214","3772","Video games"
"3215","3772","Horseback riding"
"3217","3772","Charizard"
"3218","3772","Pokemon"
"3219","3786","I enjoy making music and writing songs."
"3220","3786","I also enjoy spending time with my family and best"
"3221","3786","I like to play basketball and football."
"3223","3786","I enjoy helping people out especially elderly peop"
"3224","3827","Drawing"
"3225","3835","Hunting and Fishing"
"3227","3838","Playing Basketball"
"3228","3833","Tennis"
"3229","3833","Drums"
"3230","3840","Playing Music"
"3231","3831","Soccer"
"3232","3833","Table Tennis"
"3233","3827","Painting"
"3234","3833","Videogames"
"3235","3833","Football"
"3236","3827","Swimming"
"3237","3827","Tennis"
"3238","3843","Guitar/fishing/hunting/surfing"
"3239","3854","Writing"
"3240","3821","Drawing"
"3241","3821","Cooking"
"3242","3821","Swimming"
"3243","3821","Sewing"
"3244","3862","Singing"
"3245","3862","Acting"
"3246","3862","Speaking publicly"
"3247","3862","Dancing"
"3248","3862","Surfing"
"3249","3871","Going to the public libary "
"3250","3872","Dancing "
"3251","3869","Painting"
"3252","3877","Basketball"
"3253","3874","Drawing"
"3254","3874","Dolphins"
"3255","3874","Photgrify"
"3256","3883","Softball"
"3257","3883","Cooking"
"3258","3883","Reading"
"3260","3890","Writing and drawing"
"3261","3899","Dancing"
"3262","3901","Cars "
"3263","3901","FIXING CARS "
"3264","3903","Wrestling"
"3265","3918","Playing soccer"
"3266","3901","WORKING OUT "
"3267","3905","Aviation"
"3268","3905","Snowboarding"
"3269","3918","Drawing"
"3270","3905","Skateboarding"
"3271","3901","HELPING OUTHER"
"3272","3905","Snowmobiling"
"3273","3908","Helping others"
"3274","3914","Dirt bike riding "
"3275","3897","Rodeos "
"3276","3868","Anime"
"3277","3868","Designing"
"3278","3868","Computers"
"3279","3868","Art"
"3280","3868","Moutain bikinng"
"3281","3864","Being on the computer"
"3282","3864","Tacking pictures"
"3283","3919","Playing video games"
"3284","3866","CHILLIN"
"3285","3924","Playing vedio games "
"3286","3924","Watching T.V"
"3287","3924","Listening to rap music"
"3288","3924","Going on the internet"
"3289","3869","Snowboarding"
"3290","3869","Photography"
"3291","3926","Football"
"3292","3926","Basketball"
"3293","3926","Write songs"
"3294","3923","Football and basketball"
"3295","3926","Playing video games"
"3296","3923","Fouewheeler riding"
"3297","3923","Shopping"
"3298","3921","Playing sports "
"3299","3921","Drawing "
"3300","3878","Helping people"
"3301","3929","Drawing"
"3302","3929","Dolphins"
"3303","3880","Painting"
"3304","3929","Photgraphy"
"3305","3929","Takeing care of Anammols"
"3306","3880","Talking on the phone"
"3307","3880","Solving friend problems"
"3308","3880","Discovering new things"
"3309","3873","Playing video games"
"3310","3873","Wathing TV"
"3311","3873","Listening to music"
"3312","3883","Fire fighting"
"3313","3930","Talking on the phone"
"3314","3934","Fixing cars,camping,working on the farm "
"3315","3888","Playing Football, Basketball, walking, Boxing"
"3316","3928","Talking to friends"
"3317","3873","Reading interesting books"
"3318","3873","Drivng"
"3319","3879","Horseback Riding"
"3320","3932","I lke to play basketball, football, and draw"
"3321","3936","Take apart and rebuild appliances"
"3322","3898","Playing on the computer"
"3323","3898","Hanging out with friends"
"3324","3907","Having fun"
"3325","3911","I like to snow board, dirve cars, ride bmx, and mo"
"3326","3900","Dancing "
"3328","3912","Singing"
"3329","3902","Drag Racing"
"3330","3912","Danceing "
"3331","3902","Weight Lifting"
"3332","3904","Singing, playing piano, girls, cooking, compose mu"
"3333","3945","Coloring"
"3334","3945","Drawing"
"3335","3945","Dirtbike Riding"
"3336","3947","PLAYING SPORTS"
"3337","3948","Business "
"3338","3964","Internet Surfing"
"3339","3948","Cars"
"3340","3953","Handy Man"
"3341","3959","Styling hair"
"3342","3962","Dancing"
"3343","3966","Snowboarding"
"3344","3966","Fishing"
"3345","3966","Hunting"
"3346","3966","Baseball"
"3347","3966","Archery"
"3348","3966","Soccer"
"3349","3966","Track"
"3350","3969","Football, Cooking"
"3352","3966","Crosscountry"
"3354","3966","Basketball"
"3356","3954","Interested in children"
"3357","3966","Snowmobiling"
"3358","3961","Japanese sword fighting"
"3359","3966","ATVing"
"3360","3961","Reading and writing novels"
"3361","3962","Reading"
"3362","3970","Playing guitar"
"3363","3970","Taking pictures"
"3364","3970","Web design"
"3365","3970","Reading"
"3366","3970","Fishing"
"3367","3973","Playing sports (volleyball, basketball, ect.)"
"3368","3973","Singing in the church choir"
"3369","3974","Hair styling"
"3370","3978","Volleyball"
"3371","3981","Bike riding "
"3372","3981","Work on cars"
"3373","3981","Hang out with friends"
"3374","3980","Voluntering"
"3375","3984","Soccer"
"3376","3984","Baseball"
"3377","3984","Baskit ball"
"3378","3987","Swimming"
"3379","3988","Horseback riding"
"3380","3986","Sports"
"3381","3964","Videogaming"
"3382","3957","Bowling"
"3383","3957","Playing pool"
"3384","3964","Hanging out with friends"
"3385","3957","Cooking"
"3386","3964","Watching TV"
"3387","3957","Listening to music"
"3388","3957","Camping"
"3389","3957","Traveling"
"3390","3951","Football"
"3391","3951","Basketball"
"3392","3951","Just about any Sport"
"3393","3951","I also like to interact with people"
"3394","3955","Babysitting"
"3395","3955","Camping"
"3397","3954","Fashion"
"3398","3965","Drawing"
"3399","3954","Music"
"3400","3965","Writing Novels"
"3401","3954","Computers"
"3402","3954","Phones"
"3403","3965","Writing Music"
"3404","3963","Music, Singing, and Dancing"
"3405","3963","Writing, Typing"
"3406","3965","Cartooning"
"3408","3965","Learning new things"
"3409","3989","Cooking."
"3410","3989","Writing novels."
"3411","3989","Playing hockey."
"3412","3954","Hair Styles"
"3413","3954","Beauty/make-up"
"3414","3990","Dance, voluntering,"
"3415","3990","Dance, voluntering, "
"3416","3794","Coumpter Programer, and techanician. "
"3417","3993","Sports"
"3418","3993","Fixing things"
"3419","3982","Sports,hung out with friends"
"3420","3976","Railroading "
"3421","4012","Baseball"
"3422","4012","Soccer"
"3423","4012","Horseback riding"
"3424","3945","Charity work"
"3425","3945","Sponsering organizations"
"3426","3899","Singing "
"3427","4017","Talking "
"3428","3913","Shooting guns and hunting"
"3429","4016","Dancing"
"3430","4018","Playing soccer"
"3431","4018","Drawing"
"3432","3915","Piano,track,cooking, friendly with kids,"
"3433","4020","Riding Bikes"
"3434","4020","Helping People out"
"3435","4020","Getting School Work Done"
"3436","4021","Cooking "
"3437","4021","Baking"
"3438","4021","Hanging out with friends or talking to my bf"
"3439","4024","School"
"3440","4024","Football"
"3442","4024","Snowboarding"
"3443","4027","Soccer"
"3444","4030","Dance"
"3445","4030","Sing"
"3446","4031","Reading"
"3447","4022","Hacky sack"
"3448","4022","Ride/fix bicycles"
"3449","4022","Play any sport"
"3450","4022","Listen to music"
"3451","4034","Love Kids"
"3452","4025","Basketball,being a weather man"
"3453","4026","Dance"
"3454","4019","Dogs in general"
"3455","4036","Fourwheeling "
"3456","4036","Soccer "
"3457","4036","Basketball"
"3458","4023","Reading Books"
"3485","3968","Sports"
"3486","3968","Music"
"3487","3968","Art"
"3459","4023","Watching Television"
"3460","3938","Sports"
"3461","4040","Reading"
"3462","4040","Sleeping"
"3463","4040","Working"
"3464","4040","Hanging with friends"
"3465","4040","Love colors"
"3466","4040","Love fall"
"3467","4044","Running in track "
"3468","4043","Hunting "
"3469","4043","Auto mecanics "
"3470","4045","Art"
"3471","4043","Grils "
"3472","4045","Ceramics"
"3473","4045","Reading"
"3474","4045","Gamer"
"3475","3949","I like to go horseback riding , dirtbike riding an"
"3476","3962","Cooking/Baking"
"3478","3953","Music"
"3479","3953","Cars/Trucks"
"3480","4051","Dance "
"3481","3952","Teaching"
"3482","3952","Design"
"3483","3952","Coding"
"3484","3956","Play Basketball and also fix dirtbikes"
"3488","3959","Shopping"
"3489","3959","Babysitting young children"
"3490","4052","Photographing"
"3491","4051","I like to dane and also like working and looking a"
"3492","4032","Raising guide dogs for the blind"
"3493","4032","Play video games"
"3494","4032","Playing competetive sports "
"3495","4072","Soccer/sports"
"3496","4072","Reading"
"3497","4072","Listening to music"
"3498","4064","Gamer"
"3499","4064","Build computers"
"3500","4079","Reading"
"3501","4079","Playing Sports"
"3502","4073","Singing and Greek dancing"
"3503","4124","Photography"
"3504","4106","Dance"
"3505","4106","Read"
"3506","4106","History"
"3507","4172","Baking"
"3508","4172","Reading"
"3509","4172","Writing"
"3510","4172","Sports"
"3511","4091","Softball"
"3512","4091","Playing with siblings"
"3513","4091","Playing with animals"
"3514","4068","Writing music"
"3515","4068","Playing the guitar and piano"
"3516","4068","Working with computers"
"3517","4068","Solving mathematical problems or puzzles"
"3518","4095","Playing soccer"
"3519","4102","Basketball"
"3520","4102","Football"
"3521","4105","Horseback riding"
"3522","4138","Horseback riding"
"3523","4190","Reading"
"3524","4194","Basketball"
"3525","4123","Sports"
"3526","4192","Horseback riding"
"3527","4126","Volleyball"
"3528","4129","Soccer"
"3530","4129","Swimming"
"3531","4129","Playing with kids"
"3532","4129","Shop"
"3533","4196","I like spending time with family and playing baske"
"3534","4129","Read"
"3535","4108","Playing Volleyball"
"3536","4193","Motocross"
"3537","4108","Photography"
"3538","4119","Running "
"3539","4119","Making movies "
"3540","4195","Soccer"
"3541","4195","Basketball"
"3542","4106","Medicine"
"3543","4128","Snow boarding"
"3544","4103","Horseback riding"
"3545","4128","Skate boarding"
"3546","4128","Soccer"
"3547","4115","I love to sing"
"3548","4199","Cheerleading"
"3549","4125","Swimming"
"3550","4125","Music, playing and listening"
"3551","4113","Soccer"
"3552","4125","Movie watching"
"3553","4113","Singing"
"3554","4095","Attending school sporting events"
"3555","4113","Video games"
"3556","4111","Dance"
"3557","4111","Base ball"
"3558","4095","Reading"
"3559","4095","Photography"
"3560","4108","Go to carshows"
"3561","4117","Hunting"
"3562","4143","Sports"
"3563","4200","Running"
"3564","4201","Callacting things, biking, sports "
"3565","4116","Football"
"3566","4118","Dancing"
"3567","4107","Going Downtown "
"3568","4107","Going to the park"
"3569","4107","Buying Oddities"
"3570","4107","Listening to Indie music"
"3571","4109","Singing"
"3572","4112","Basketball"
"3573","4202","Making wooden ships"
"3574","4122","Play soccer "
"3575","4204","Dance in my free time"
"3576","4206","Family"
"3577","4206","Photography"
"3578","4212","Typing"
"3579","4212","Drawing"
"3580","4212","Play Games"
"3581","4207","Singing"
"3582","4207","Playing basketball"
"3583","4207","Dancing"
"3584","4207","Volunteer work"
"3585","4215","Baketball"
"3586","4174","Musical Theater "
"3587","4218","Longboarding"
"3588","4221","Sports"
"3589","4174","Singing"
"3590","4174","Volunteer Work with youth group"
"3591","4177","Drawing"
"3592","4177","Playing on my computer"
"3593","4177","Working"
"3594","4216","Cad designer"
"3595","4223","Four wheeling"
"3596","4223","Small engine repair"
"3597","4211","Playing Soccer"
"3598","4211","Running Track"
"3599","4230","Shopping"
"3600","4230","Hair & Makeup"
"3601","4230","Learning New Things"
"3602","4232","Acting"
"3603","4232","Social working"
"3604","4222","Coloring"
"3605","4210","Bagging"
"3606","4231","Skiing"
"3607","4231","Painting"
"3608","4231","Astronomy  "
"3609","4220","Cello"
"3610","4220","Greek Folk Dance"
"3611","4234","Carting"
"3612","4214","Reading"
"3613","4214","Writing"
"3614","4214","Working with people"
"3615","4237","Volleyball"
"3616","4253","Hunting and fishing"
"3617","4245","Horseback Riding"
"3618","4245","Riding Four wheelers"
"3619","4245","Paegants"
"3620","4245","Spending time with friends"
"3621","4245","Real Active In Church Youth Group"
"3622","4261","Wrestling"
"3623","4282","Playing saxophone"
"3624","4304","Tennis (Qualified to give lessons)"
"3625","4300","Volleyball"
"3626","4304","Music Theory (Four years of private lessons)"
"3627","4300","Band"
"3628","4300","Photography"
"3629","4307","Basketball"
"3630","4307","Video games"
"3631","4307","Reading"
"3632","4314","Shopping"
"3633","4315","Singing"
"3634","4315","Scrapbooking"
"3635","4315","Reading"
"3636","4323","Playing with babys"
"3637","4326","Skiing"
"3638","4326","Reading"
"3639","4330","Singing"
"3640","4330","Spending time with friends and family"
"3641","4329","Playing sports"
"3642","4329","Spending time with friends and family"
"3643","4329","Watching Sport Games"
"3644","4329","Anything that involves Live, Laugh, Love"
"3645","4332","Reading"
"3646","4332","Soccer"
"3647","4332","Photography"
"3648","4332","Music"
"3649","4332","Creative writing"
"3650","4331","Sign Language"
"3651","4331","Playing softball"
"3652","4331","Scrapbooking"
"3653","4333","Reading"
"3654","4333","Painting"
"3655","4333","Writing"
"3656","4333","Puzzle solving"
"3657","4335","Attending my church, "
"3658","4335","Spending time with family and friends"
"3659","4335","Playing sports"
"3661","4335","Watching sports"
"3662","4335","Eating as much Mexican food as I can get"
"3663","4337","Swimming"
"3664","4337","Reading "
"3665","4337","Watching football games"
"3666","4337","Spending time with friends"
"3667","4337","Watching the Discovery Health channel"
"3668","4339","Playing soccer"
"3669","4339","Playing basketball"
"3670","4339","Volunteering "
"3671","4338","Running"
"3672","4338","Shopping"
"3673","4338","Hiking"
"3674","4338","Camping"
"3675","4338","Medical mission trips"
"3676","4340","I love to spend time with my family and friends."
"3677","4341","Reading"
"3678","4341","Pond fishing"
"3679","4341","Baking"
"3680","4341","Spending time with family"
"3681","4334","Soccer"
"3682","4334","Scrapbooking"
"3683","4334","Photography"
"3684","4344","I  really enjoy working with Children. "
"3685","4345","Reading"
"3686","4345","Writing"
"3687","4345","Studying new diseases of the mind"
"3688","4346","Friends and family. Drawing. Walking. Movies. Cook"
"3689","4349","Swimming"
"3690","4349","Performing in plays"
"3691","4349","Listening to music"
"3692","4349","Write plays"
"3693","4350","Playing music"
"3694","4350","Skateboarding"
"3695","4350","Reading"
"3696","4350","Speanding time with my family"
"3697","4352","Video games"
"3698","4352","Music"
"3699","4352","Computers"
"3700","4354","Playing sports"
"3701","4356","Acting"
"3702","4356","Dance"
"3703","4356","Church"
"3704","4355","Soccer"
"3705","4355","Watching movies"
"3706","4355","Reading"
"3707","4366","NJROTC"
"3708","4366","Football"
"3709","4366","Wrestling"
"3710","4364","Building and repairing computers "
"3711","4364","Fixing cars"
"3712","4364","Horseback riding and Fishing"
"3713","4364","Cookouts and Barbeques"
"3714","4375","Tenpin bowling"
"3715","4375","Video games"
"3716","4382","Attend concerts"
"3717","4383","Gymnastic"
"3718","4383","Cheerleader"
"3719","4383","Softball"
"3720","4307","Getting Girls"
"3721","4397","Guitar"
"3722","4397","Video games"
"3723","4400","Write"
"3724","4400","Read"
"3725","4400","Run"
"3726","4400","Swim"
"3727","4410","Shopping and also cooking"
"3728","4405","Dancing"
"3729","4405","Reading"
"3730","4405","Hanging out with friends"
"3731","4427","Basketball"
"3732","4401","Softball"
"3733","4401","Basketball"
"3734","4401","Student Government"
"3735","4419","Reading"
"3736","4422","Basket ball "
"3737","4419","Swimming"
"3738","4420","Working"
"3739","4419","Soccer"
"3740","4412","Singing"
"3742","4412","Dancing"
"3743","4412","Writing"
"3744","4412","Reading"
"3745","4407","Hanging out with friends"
"3746","4418","Computer"
"3747","4418","Basketball"
"3748","4418","Sports"
"3749","4416","Computer"
"3750","4416","Sports"
"3751","4418","Games"
"3752","4413","Football"
"3753","4416","Learning"
"3754","4418","Learning"
"3755","4418","Jogging"
"3756","4413","Tv"
"3757","4418","Hanging out with friends"
"3758","4413","Computers"
"3759","4413","Sports"
"3760","4408","Fashion, music, reading "
"3761","4414","Playing basketball"
"3762","4414","Playing lacrosse"
"3763","4414","Playing field hockey"
"3764","4414","Working out"
"3765","4414","Running"
"3766","4417","Basketball"
"3767","4414","Community service"
"3768","4411","PLaying Sports"
"3769","4430","Soccer"
"3770","4430","Shopping"
"3771","4409","Playing basketball"
"3772","4409","Sky Diving"
"3773","4409","Fishing"
"3774","4447","Making Beats"
"3775","4438","Video games"
"3776","4439","Playing Sports"
"3777","4443","Basketball"
"3778","4443","Cooking"
"3779","4437","Playing Guitar"
"3780","4437","Weight lifting"
"3781","4437","Reading"
"3782","4437","Writing"
"3783","4437","Computer repair"
"3784","4452","Play basketball and other sports"
"3785","4452","Enjoy fixing things"
"3786","4446","Drawing"
"3787","4446","Photography "
"3788","4446","Science"
"3789","4446","Basketball"
"3790","4456","Watching sports,playing basketball,Listening to mu"
"3791","4435","Reading"
"3793","4434","Baseball"
"3794","4435","Play bass guitar"
"3795","4445","Baby sitting"
"3796","4448","Riding on Quinn's Horse"
"3797","4441","Baseball"
"3798","4454","Babysitting/ typing"
"3799","4455","Love to read and write poetry"
"3800","4455","Ballet"
"3801","4455","Gymnastics"
"3802","4455","Horseback riding"
"3803","4440","Snow bording"
"3804","4440","Draw"
"3805","4440","Football"
"3806","4440","Build"
"3807","4451","Baseball"
"3809","4451","Hockey"
"3810","4440","Paintballing/shooting/hunting"
"3811","4451","Watching funny movies"
"3812","4449","Swimming "
"3813","4449","Sailing "
"3814","4449","Performing "
"3815","4449","Watching sports "
"3816","4449","Listening to Music"
"3817","4449","Sleding "
"3818","4449","Ice skating "
"3819","4450","Soccer "
"3820","4450","Track "
"3821","4450","Music "
"3822","4450","Outdoor activities"
"3823","4449","Frisbee"
"3824","4449","Badmitten "
"3825","4450","Sailing "
"3826","4450","Swimming "
"3827","4450","Badminton "
"3828","4450","Ice Skating "
"3829","4450","Singing "
"3830","4450","Site-seeing "
"3831","4450","Traveling "
"3832","4444","Baseball"
"3833","4444","Footbag"
"3834","4444","JROTC teams"
"3835","4453","Footbag"
"3836","4453","Soccer"
"3837","4453","Video games"
"3838","4458","Team Roping"
"3839","4458","Basketball"
"3840","4458","Church"
"3841","4458","FFA"
"3842","4465","Cooking"
"3843","4465","Soccer"
"3844","4461","Playing Sports"
"3845","4466","Playing sports"
"3846","4471","Customizing cars"
"3847","4467","Ping pong"
"3848","4467","Volley ball"
"3849","4467","Soccer"
"3850","4462","Video games"
"3851","4464","Volleyball"
"3852","4464","Soft ball"
"3853","4462","BasketBall "
"3854","4462","Soccer"
"3855","4462","Football"
"3856","4431","Making models of cities"
"3857","4472","Singing"
"3858","4472","Dancing"
"3859","4494","Football"
"3860","4494","Basketball"
"3861","4494","Hanging out with friends"
"3862","4494","Being with my girlfriend"
"3863","4494","Cooking"
"3864","4494","Drawing"
"3865","4494","Dancing"
"3866","4502","Football"
"3867","4502","Computers"
"3868","4477","Being Really Really Fun"
"3869","4476","Horseback Riding"
"3870","4476","Skateboarding"
"3871","4473","Dancing"
"3872","4473","Cheerleading"
"3873","4493","I love reading and hanging out with my friends. Al"
"3874","4473","Horseback riding"
"3875","4473","Hiking"
"3876","4477","Being super awsome fun"
"3877","4473","Camping"
"3878","4477","Guitar"
"3879","4473","Being with family/friends"
"3880","4477","Skateboarding"
"3881","4473","Go to school"
"3882","4473","Decorating things"
"3883","4473","Fashion"
"3884","4473","Beauty schooling"
"3885","4473","Nursing"
"3886","4505","Snowboarding"
"3887","4496","Guitarist"
"3888","4496","Drawing"
"3889","4496","Math"
"3890","4496","Football"
"3891","4496","Track"
"3892","4506","Running"
"3893","4506","Staring at people"
"3894","4506","Helping Mankind"
"3895","4506","Helping Mankind"
"3896","4496","Badminton"
"3897","4496","Contributing to society"
"3898","4478","Dancing"
"3899","4478","Reading"
"3900","4478","Working with children"
"3901","4478","Working on the computer"
"3902","4485","Computers"
"3903","4485","Dirtbiking"
"3904","4480","Being a cop/gangster"
"3905","4498","Field hockey"
"3906","4485","Play sports"
"3907","4475","Reading"
"3908","4475","Cooking"
"3909","4475","Computer repair"
"3910","4495","Skateboarding"
"3911","4495","Video Games"
"3912","4495","Deconstructing to create new"
"3913","4500","Dancing"
"3914","4500","Cooking"
