"ID","ID_PK","Goal","Learn","Long_Goal"
","as I purse my long term goal of going to college, studying broadcasting and earning a masters degree"
"12717","7123","An Agricultural engineer  ","How to make farming life simpler for the agricultural society","having multiple inventions used around the world in the farming society"
"12692","7124","My immediate goal is to work as a nurses assistant.    ","This position will help me learn how to give proper care to a patient and work well with others","as I pursue my long-term goal of earning a college degree in nursing.  "
"12701","7125","Veterinarian","How to work with animals","Earning my college degree. To be a vet"
"12706","7126","teaching kindergaten teacher, csi person, or nurse ","I will learn how to work well and help people","Earing my college degree(s) and then move on to one of the jobs above"
"12702","7127","a teacher","how to work with children and adults","earning a college degree in education"
"12689","7128","My immediate goal is to work with animals in a pet store","This position will help me learn how to work with oceanic animals, and how to develop a bond with them. ","My goal is to work as a dolphin trainer at Sea World"
"12711","7130","A Veterinary assistant or to intern at a vet clinic","Focus skills, responsibility, procedures of a Veterinarian ","going to college and receiving my college degree in Animal Healthcare  "
"12688","7131","My immediate goal is to work with children in daycare or preschool","This position will help me learn skills on how to work with children","as i persue my long term goal of earning a college degree and working as a child psychologist"
"12692","7132","My immediate goal is to work as a nurses assistant.    ","This position will help me learn how to give proper care to a patient and work well with others","as I pursue my long-term goal of earning a college degree in nursing.  "
